CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;EMAIL;EMAIL2;TITULARIDAD
Madrid-Capital;28045104;CP INF-PRI;MONTE DE EL PARDO;Avenida De La Guardia, 19 ;Madrid;Fuencarral-El Pardo;28048;913760692;913760636;cp.montepardo.madrid@educa.madrid.org;-;Público;
Madrid-Este;28066107;CP INF-PRI;MOZART;Calle Dámaso Alonso, 34 ;Alcalá de Henares;-;28806;918784427;918784425;cp.mozart.alcala@educa.madrid.org;-;Público;
Madrid-Sur;28001241;CP INF-PRI;NUESTRA SEÑORA DE FATIMA;Calle Navayuncosa, 22 ;Aldea del Fresno;-;28620;918637177;918637603;cp.fatima.aldeadelfresno@educa.madrid.org;-;Público;
Madrid-Capital;28010886;CP INF-PRI;NUESTRA SEÑORA DE LA ALMUDENA;Calle De Lope De Rueda, 48 ;Madrid;Retiro;28009;915735899;915743106;cp.almudena.madrid@educa.madrid.org;cpalmudena@hotmail.com;Público;
Madrid-Capital;28025968;CP INF-PRI;NUESTRA SEÑORA DE LA FUENCISLA;Calle De Tomelloso, 39 ;Madrid;Usera;28026;914754327;915001173;cp.fuencisla.madrid@educa.madrid.org;-;Público;
Madrid-Este;28001681;CP INF-PRI;NUESTRA SEÑORA DE LA MILAGROSA;Calle Leonor De Cortinas, 2 ;Arganda del Rey;-;28500;918710205;918700900;cp.milagrosa.arganda@educa.madrid.org;-;Público;
Madrid-Capital;28013309;CP INF-PRI;NUESTRA SEÑORA DE LA PALOMA;Calle De Tabernillas, 2 ;Madrid;Centro;28005;913640630;913653675;cp.paloma.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28002609;CP INF-PRI;NUESTRA SEÑORA DE LA SOLEDAD;Calle Francisco De Quevedo, 3 ;Cubas de la Sagra;-;28978;918142162;912749979;cp.soledad.cubas@educa.madrid.org;-;Público;
Madrid-Este;28025634;CP INF-PRI;NUESTRA SEÑORA DE LA VICTORIA;Calle Del Viso, 15 ;Villarejo de Salvanés;-;28590;918744643;918744643;cp.victorias.villarejo@educa.madrid.org;-;Público;
Madrid-Oeste;28024071;CP INF-PRI;NUESTRA SEÑORA DE NAVAHONDA;Calle Elisadero, 25 ;Robledo de Chavela;-;28294;918998313;-;cp.navahonda.robledo@educa.madrid.org;-;Público;
Madrid-Norte;28024617;CP INF-PRI;NUESTRA SEÑORA DE VALVANERA;Avenida De La Sierra, 20 ;San Sebastián de los Reyes;-;28701;916517150;916238351;cp.valvanera.sansebastian@educa.madrid.org;-;Público;
Madrid-Este;28023637;CP INF-PRI;NUESTRA SEÑORA DEL CASTILLO;Carretera De Morata, 7 ;Perales de Tajuña;-;28540;918748122;918748122;cp.castillo.perales@educa.madrid.org;-;Público;
Madrid-Capital;28020740;CP INF-PRI;NUESTRA SEÑORA DEL LUCERO;Calle De Muñico, 1 ;Madrid;Latina;28047;914647678;914647678;cp.lucero.madrid@educa.madrid.org;www.educa.madrid.org/web/cp.lucero.madrid;Público;
Madrid-Norte;28022943;CP INF-PRI;NUESTRA SEÑORA DEL REMOLINO;Calle De San Isidro, 8 ;Molar, El;-;28710;918410285;918410738;cp.remolino.elmolar@educa.madrid.org;-;Público;
Madrid-Sur;28032584;CP INF-PRI;NUESTRA SEÑORA DEL ROSARIO;Calle Fuentecilla, 18 ;Valdemoro;-;28341;918953309;918094427;cp.rosario.valdemoro@educa.madrid.org;m.victoria.garcia.marcos@madrid.org;Público;
Madrid-Este;28000376;CP INF-PRI;NUESTRA SEÑORA DEL VAL;Calle Ávila, S/n ;Alcalá de Henares;-;28804;918893702;918894578;cp.val.alcala@educa.madrid.org;-;Público;
Madrid-Capital;28079424;CP INF-PRI;NURIA ESPERT;Calle De María Reiche, 34 ;Madrid;Hortaleza;28055;686545008;-;cp.nuriaespert.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28001277;CP INF-PRI;OBISPO MOSCOSO;Calle Del Retamar, 18 ;Algete;-;28110;916290464;916280730;cp.obispomoscoso.algete@educa.madrid.org;cp.obispomoscoso.algete@educa.madrid.org;Público;
Madrid-Sur;28003845;CP INF-PRI;ORTEGA Y GASSET;Calle Rioja, 76 ;Leganés;-;28915;916871153;916861604;cp.ortegaygasset.leganes@educa.madrid.org;-;Público;
Madrid-Capital;28031351;CP INF-PRI;PABLO PICASSO;Calle De Ángel Luis De La Herrán, 35 ;Madrid;Hortaleza;28043;913821795;917646297;cp.picasso.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28037673;CP INF-PRI;PABLO SARASATE;Calle Jaén, 4 ;Móstoles;-;28935;916143589;916641273;cp.sarasate.mostoles@educa.madrid.org;-;Público;
Madrid-Capital;28005994;CP INF-PRI;PADRE COLOMA;Calle De Gutiérrez Canales, 19 ;Madrid;San Blas-Canillejas;28022;917426447;917412598;cp.padrecoloma.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28037171;CP INF-PRI;PADRE JERONIMO;Calle De Alcalá, 80 ;Algete;-;28110;916290522;916280416;cp.padrejeronimo.algete@educa.madrid.org;padrejer@telefonica.net;Público;
Madrid-Capital;28006020;CP INF-PRI;PADRE POVEDA;Avenida De Alfonso Xiii, 23 ;Madrid;Chamartín;28002;914151195;914162781;cp.padrepoveda.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28006044;CP INF-PRI;PARQUE ALUCHE;Calle De Quero, 47 ;Madrid;Latina;28024;917178190;917178050;cp.parquealuche.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28039013;CP INF-PRI;PARQUE DE CATALUÑA;Calle De La Isla De Córcega, 3 ;Alcobendas;-;28100;916618907;916629291;cp.parquecataluna.alcobendas@educa.madrid.org;-;Público;
Madrid-Sur;28028325;CP INF-PRI;PARQUE DE LISBOA;Calle Del Ministro Fernández Ordóñez, 2 C ;Alcorcón;-;28924;916122652;916107330;cp.parquelisboa.alcorcon@educa.madrid.org;-;Público;
Madrid-Capital;28035548;CP INF-PRI;PARQUE EUGENIA DE MONTIJO;Calle Del Parque Eugenia De Montijo, 28-a ;Madrid;Carabanchel;28047;914615653;914615603;cp.eugeniademontijo.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28028416;CP INF-PRI;PASAMONTE;Avenida Del Doctor García Tapia, 47 ;Madrid;Moratalaz;28030;914305366;914376535;cp.pasamonte.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28010931;CP INF-PRI;PATRIARCA OBISPO EIJO GARAY;Calle De López De Hoyos, 40 ;Madrid;Chamartín;28006;917450282;917451152;cp.eijogaray.madrid@educa.madrid.org;cp.eijogaray.madrid@educa.madrid.org;Público;
Madrid-Capital;28060211;CP INF-PRI;PEDRO DUQUE;Calle De Marmolina, 5 ;Madrid;Vicálvaro;28032;917762363;917753209;cp.pedroduque.madrid@educa.madrid.org;-;Público;
Madrid-Este;28050379;CP INF-PRI;PEÑAS ALBAS;Calle Portugal, S/n ;Villalbilla;-;28819;918792234;918792234;cp.penasalbas.villalbilla@educa.madrid.org;-;Público;
Madrid-Capital;28010679;CP INF-PRI;PI I MARGALL;Plaza Del Dos De Mayo, 2 ;Madrid;Centro;28004;915323420;915231075;cp.piimargall.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28006068;CP INF-PRI;PINAR DEL REY;Avenida De San Luis, 23 ;Madrid;Hortaleza;28033;917664763;917680970;cp.pinardelrey.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28031142;CP INF-PRI;PINAR PRADOS DE TORREJON;Avenida Italia, 1 ;Pozuelo de Alarcón;-;28224;917157484;913526378;cp.pinarprados.pozuelodealarcon@educa.madrid.org;-;Público;
Madrid-Este;28034076;CP INF-PRI;PINOCHO;Calle Turín, 13 ;Torrejón de Ardoz;-;28850;916562564;916768652;cp.pinocho.torrejondeardoz@educa.madrid.org;-;Público;
Madrid-Capital;28021045;CP INF-PRI;PINTOR ROSALES;Calle Del Príncipe De Vergara, 139 ;Madrid;Chamartín;28002;915623948;915638730;cp.pintorrosales.madrid@educa.madrid.org;pintorro.centros2@pntic.mec.es;Público;
Madrid-Sur;28028222;CP INF-PRI;PIO BAROJA;Avenida Europa, 10 ;Leganés;-;28916;916878687;916878687;cp.piobaroja.leganes@educa.madrid.org;-;Público;
Madrid-Capital;28021434;CP INF-PRI;PIO BAROJA;Calle De Luis De Hoyos Sáinz, 84 ;Madrid;Moratalaz;28030;917739618;917739618;cp.piobaroja.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28071371;CP INF-PRI;PLACIDO DOMINGO;Calle Del Tejo, 5 ;Madrid;Arganzuela;28045;917650789;915302878;cp.placidodomingo.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28035433;CP INF-PRI;POETISA CELIA VIÑAS;Calle De Mónaco, 3 ;Fuenlabrada;-;28943;916078437;-;cp.celiavinas.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Sur;28039980;CP INF-PRI;PRINCIPE DE ASTURIAS;Calle Camino De Humanes, 36 ;Móstoles;-;28938;916452082;916452082;cp.principeasturias.mostoles@educa.madrid.org;-;Público;
Madrid-Oeste;28023273;CP INF-PRI;PRINCIPE DE ASTURIAS;Avenida Del Rosal, 2 ;Navacerrada;-;28491;918535129;918535213;cp.principeasturias.navacerrada@educa.madrid.org;-;Público;
Madrid-Oeste;28062345;CP INF-PRI;PRINCIPES DE ASTURIAS;Calle Virgen Del Rocio, S/n ;Quijorna;-;28693;918168664;918168197;cp.principesdeasturias.quijorna@educa.madrid.org;-;Público;
Madrid-Norte;28038069;CP INF-PRI;PROFESOR TIERNO GALVAN;Calle De Triana, 29 ;Alcobendas;-;28100;916590159;916591128;cp.tiernogalvan.alcobendas@educa.madrid.org;-;Público;
Madrid-Capital;28006101;CP INF-PRI;PUERTO RICO;Calle Del Segura, 74 ;Madrid;Usera;28041;913412726;913416960;cp.puertorico.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28021321;CP INF-PRI;RABINDRANATH TAGORE;Calle De Julio Palacios, 35 ;Madrid;Fuencarral-El Pardo;28029;917332373;913232892;cp.tagore.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28006123;CP INF-PRI;RAMIRO DE MAEZTU;Calle De Serrano, 127 ;Madrid;Chamartín;28006;915616249;915647056;cp.ramirodemaeztu.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28010941;CP INF-PRI;RAMON GOMEZ DE LA SERNA;Calle De Godella, 170 ;Madrid;Villaverde;28021;917972522;915053446;cp.gomezdelaserna.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28025373;CP INF-PRI;RAMON LINACERO;Calle De Alcalá (alalpardo), 27 ;Valdeolmos-Alalpardo;-;28130;916202318;916202889;cp.ramonlinacero.alalpardo@educa.madrid.org;cp.ramonlinacero.alalpardo@educa.madrid.org;Público;
Madrid-Capital;28026067;CP INF-PRI;RAMON PEREZ DE AYALA;Calle De Motilla Del Palancar, 19 ;Madrid;Hortaleza;28043;917592205;917599412;cp.perezdeayala.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28058597;CP INF-PRI;RAYUELA;Calle Mister Lodge, S/n ;Villanueva del Pardillo;-;28229;918100432;918102142;cp.rayuela.villanuevadelpardillo@educa.madrid.org;-;Público;
Madrid-Capital;28010953;CP INF-PRI;REAL ARMADA;Calle Del Corregidor Juan Francisco De Luján, 114 ;Madrid;Moratalaz;28030;917736583;917736583;cp.realarmada.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28006135;CP INF-PRI;REGIMIENTO INMEMORIAL DEL REY;Avenida De Moratalaz, 51 ;Madrid;Moratalaz;28030;914390948;913282535;cp.regimiento.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28005431;CP INF-PRI;REINA VICTORIA;Calle Del Príncipe De Vergara, 61 ;Madrid;Salamanca;28006;915631283;914113067;cp.reinavictoria.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28006159;CP INF-PRI;REPUBLICA DEL BRASIL;Avenida De Los Fueros, 34 ;Madrid;Usera;28041;917923478;917920822;cp.brasil.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28034091;CP INF-PRI;ROSA CHACEL;Calle Santa Teresa De Jesús, 12 ;Collado Villalba;-;28400;918501790;918499040;cp.rosachacel.colladovillalba@educa.madrid.org;rchacel@yahoo.es;Público;
Madrid-Capital;28041767;CP INF-PRI;ROSA LUXEMBURGO;Calle Del Bardegueral, 16 ;Madrid;Moncloa-Aravaca;28023;913570212;913570661;cp.rosaluxemburgo.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28038197;CP INF-PRI;ROSALIA DE CASTRO;Vereda Del Camuerzo, 4 ;Getafe;-;28905;916961510;916961510;cp.rosaliadecastro.getafe@educa.madrid.org;-;Público;
Madrid-Oeste;28040866;CP INF-PRI;ROSALIA DE CASTRO;Avenida Claveles, 74 ;Majadahonda;-;28221;916387877;916347302;cp.rosaliadecastro.majadahonda@educa.madrid.org;-;Público;
Madrid-Capital;28006238;CP INF-PRI;RUFINO BLANCO;Calle Del General Álvarez De Castro, 46 ;Madrid;Chamberí;28010;914484083;915944701;cp.rufinoblanco.madrid@educa.madrid.org;-;Público;
Madrid-Este;28058718;CP INF-PRI;SALVADOR DALI;Calle Salvador Dalí, 8 ;Villalbilla;-;28810;918793416;918793416;cp.salvadordali.villalbilla@educa.madrid.org;-;Público;
Madrid-Norte;28025816;CP INF-PRI;SAN ANDRES;Calle De La Fuente Del Cajón, 20 ;Colmenar Viejo;-;28770;918453256;918619228;cp.sanandres.colmenarviejo@educa.madrid.org;cp.sanandres.colmenarviejo@educa.madrid.org;Público;
Madrid-Capital;28019658;CP INF-PRI;SAN BENITO;Calle De Juan Pérez Zúñiga, 36 ;Madrid;Ciudad Lineal;28027;913670800;913670800;cp.sanbenito.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28010990;CP INF-PRI;SAN CRISTOBAL;Calle De Bravo Murillo, 39 ;Madrid;Chamberí;28015;914481381;914480206;cp.sancristobal.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28006275;CP INF-PRI;SAN EUGENIO Y SAN ISIDRO;Calle De Peñuelas, 31 ;Madrid;Arganzuela;28005;914737711;914737785;cp.saneugenio.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28029597;CP INF-PRI;SAN FERNANDO;Calle De Santiago Rusiñol, 7 ;Aranjuez;-;28300;918915194;918924350;cp.sanfernando.aranjuez@educa.madrid.org;-;Público;
Madrid-Oeste;28002890;CP INF-PRI;SAN GREGORIO;Carretera De Galapagar-la Navata, S/n ;Galapagar;-;28260;918581371;918582572;cp.sangregorio.galapagar@educa.madrid.org;-;Público;
Madrid-Capital;28006305;CP INF-PRI;SAN IGNACIO DE LOYOLA;Avenida De Abrantes, 1 ;Madrid;Carabanchel;28025;915651989;914698461;cp.sanignacio.madrid@educa.madrid.org;cp.sanignacio.madrid;Público;
Madrid-Capital;28006317;CP INF-PRI;SAN ILDEFONSO;Calle De Alfonso Vi, 1 ;Madrid;Centro;28005;913643923;913641170;cp.sanildefonso.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28001617;CP INF-PRI;SAN ISIDRO;Calle De Los Cuarteles, 51 ;Aranjuez;-;28300;918911299;918090214;cp.sanisidro.aranjuez@educa.madrid.org;-;Público;
Madrid-Oeste;28024125;CP INF-PRI;SAN JOSE;Calle Colegios, 2 ;Rozas de Madrid, Las;-;28290;916300299;916301456;cp.sanjose.lasrozas@educa.madrid.org;-;Público;
Madrid-Sur;28001371;CP INF-PRI;SAN JOSE DE CALASANZ;Avenida De La Plaza De Toros, 32 ;Aranjuez;-;28300;918910771;918922229;cp.sanjosedecalasanz.aranjuez@educa.madrid.org;cp.sanjosedecalasanz.aranjuez@educa.madrid.org;Público;
Madrid-Sur;28025804;CP INF-PRI;SAN JOSE DE VALDERAS;Avenida Derechos Humanos, 6 ;Alcorcón;-;28924;916125212;916100027;cp.sanjosedevalderas.alcorcon@educa.madrid.org;-;Público;
Madrid-Oeste;28023923;CP INF-PRI;SAN JOSE OBRERO;Calle San José Obrero, 21 ;Pozuelo de Alarcón;-;28223;917152382;913513862;cp.sanjoseobrero.pozuelodealarcon@educa.madrid.org;-;Público;
Madrid-Capital;28030472;CP INF-PRI;SAN JUAN BAUTISTA;Calle De Sorzano, 1 ;Madrid;Ciudad Lineal;28043;914131225;912723214;cp.sanjuanbautista.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28011015;CP INF-PRI;SAN JUAN BOSCO;Calle De Santa Irene, 2 ;Madrid;Ciudad Lineal;28017;914053610;914043233;cp.sanjuanbosco.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28006354;CP INF-PRI;SAN JUAN DE LA CRUZ;Calle De Honduras, 10 ;Madrid;Chamartín;28016;913453044;913509861;cp.sanjuandelacruz.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28024356;CP INF-PRI;SAN LORENZO;Calle Del Rey, 43 ;San Lorenzo de El Escorial;-;28200;918901543;918903386;cp.sanlorenzo.sanlorenzo@educa.madrid.org;-;Público;
Madrid-Sur;28067598;CP INF-PRI;SAN MARTIN DE TOURS;Camino De Aliseda, S/n ;San Martín de Valdeiglesias;-;28680;918611988;918613305;cp.smartintours.sanmartindevaldeiglesias@educa.madrid.org;-;Público;
Madrid-Oeste;28029160;CP INF-PRI;SAN MIGUEL;Paseo Del Pinar, 2 ;Rozas de Madrid, Las;-;28231;916372147;916378078;cp.sanmiguel.lasrozas@educa.madrid.org;-;Público;
Madrid-Norte;28058548;CP INF-PRI;SAN MIGUEL;Calle La Nevera, S/n ;Pedrezuela;-;28723;918434105;918433833;cp.sanmiguel.pedrezuela@educa.madrid.org;-;Público;
Madrid-Oeste;28022992;CP INF-PRI;SAN MIGUEL ARCANGEL;Camino De Alpedrete, 41 ;Moralzarzal;-;28411;918576502;918576997;cp.sanmiguel.moralzarzal@educa.madrid.org;cp.sanmiguel.moralzarzal@educa.madrid.org;Público;
Madrid-Este;28002464;CP INF-PRI;SAN PABLO;Calle De La Iglesia, 13 ;Coslada;-;28821;916711196;916711196;cp.sanpablo.coslada@educa.madrid.org;-;Público;
Madrid-Capital;28006366;CP INF-PRI;SAN PABLO;Plaza De Peña Morraz, 1 ;Madrid;Puente de Vallecas;28038;913031550;913031550;cp.sanpablo.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28022797;CP INF-PRI;SAN PIO X;Avenida Reyes Católicos, 5 ;Majadahonda;-;28220;916387427;916345336;cp.sanpiodecimo.majadahonda@educa.madrid.org;-;Público;
Madrid-Este;28022876;CP INF-PRI;SAN SEBASTIAN;Calle De La Estación, 35 ;Meco;-;28880;918860180;918860180;cp.sansebastian.meco@educa.madrid.org;-;Público;
Madrid-Norte;28064081;CP INF-PRI;SANTA ANA;Calle Del Polideportivo, 6 ;Pedrezuela;-;28723;918446541;-;cp.santaana.pedrezuela@educa.madrid.org;-;Público;
Madrid-Oeste;28001289;CP INF-PRI;SANTA QUITERIA;Calle De Santa Quiteria, 45 ;Alpedrete;-;28439;918572391;918571221;cp.santaquiteria.alpedrete@educa.madrid.org;cp.santaquiteria.alpedrete@educa.madrid.org;Público;
Madrid-Sur;28029603;CP INF-PRI;SANTA TERESA DE JESUS;Plaza De La Paloma, 11 ;Aranjuez;-;28300;918915144;918910206;cp.santateresa.aranjuez@educa.madrid.org;-;Público;
Madrid-Oeste;28025567;CP INF-PRI;SANTIAGO APOSTOL;Avenida Polideportivo, S/n ;Villanueva de la Cañada;-;28691;918155375;-;cp.santiagoapostol.villanuevadelacanada@educa.madrid.org;-;Público;
Madrid-Sur;28028799;CP INF-PRI;SANTIAGO RAMON Y CAJAL;Avenida De Cantarranas, 44 ;Alcorcón;-;28921;916129804;916129804;cp.ramonycajal.alcorcon@educa.madrid.org;-;Público;
Madrid-Capital;28006391;CP INF-PRI;SANTO DOMINGO;Calle De San Feliu De Guixols, 7 ;Madrid;Puente de Vallecas;28038;917785293;913037833;cp.santodomingo.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28002269;CP INF-PRI;SEIS DE DICIEMBRE;Calle Madrid, S/n ;Colmenarejo;-;28270;918589021;918423075;cp.seisdediciembre.colmenarejo@educa.madrid.org;-;Público;
Madrid-Este;28033692;CP INF-PRI;SENECA;Calle De León Felipe, 1 ;Coslada;-;28822;916731561;916731561;cp.seneca.coslada@educa.madrid.org;-;Público;
Madrid-Este;28049626;CP INF-PRI;SERRACINES;Calle Romeral, 15 ;Fresno de Torote;-;28815;918791800;918791800;cp.serracines.fresno@educa.madrid.org;-;Público;
Madrid-Este;28026596;CP INF-PRI;SEVERO OCHOA;Calle Londres, 7 ;Torrejón de Ardoz;-;28850;916765011;916761050;cp.severoochoa.torrejondeardoz@educa.madrid.org;-;Público;
Madrid-Norte;28024629;CP INF-PRI;SILVIO ABAD;Calle Del Dos De Mayo, 2 ;San Sebastián de los Reyes;-;28703;916520221;916546166;cp.silvioabad.sansebastian@educa.madrid.org;cp.silvioabad.sansebastian@educa.madrid.org;Público;
Madrid-Norte;28002270;CP INF-PRI;SOLEDAD SAINZ;Calle De La Amargura, 20 ;Colmenar Viejo;-;28770;918450878;918458101;cp.soledadsainz.colmenarviejo@educa.madrid.org;-;Público;
Madrid-Norte;28076290;CP INF-PRI;TEMPRANALES;Calle Bulevar Picos De Europa, 10 ;San Sebastián de los Reyes;-;28701;915028761;915028762;cp.tempranales.sansebastian@educa.madrid.org;-;Público;
Madrid-Oeste;28060324;CP INF-PRI;TERESA BERGANZA;Calle De Tomás Bretón, 4 ;Boadilla del Monte;-;28660;916325553;916339746;cp.teresaberganza.boadilla@educa.madrid.org;-;Público;
Madrid-Norte;28064421;CP INF-PRI;TERESA DE CALCUTA;Calle Clara Campoamor, 3 ;San Sebastián de los Reyes;-;28702;916670474;916677312;cp.teresadecalcuta.sansebastian@educa.madrid.org;-;Público;
Madrid-Norte;28039384;CP INF-PRI;TIERNO GALVAN;Sector Embarcaciones, 34 ;Tres Cantos;-;28760;918032957;918032957;cp.tiernogalvan.trescantos@educa.madrid.org;-;Público;
Madrid-Norte;28026195;CP INF-PRI;TIRSO DE MOLINA;Calle Del Olivo, 17 ;Colmenar Viejo;-;28770;918452090;918459506;cp.tirsodemolina.colmenarviejo@educa.madrid.org;-;Público;
Madrid-Este;28028337;CP INF-PRI;TORRES QUEVEDO;Calle Argentina, 2 ;Coslada;-;28823;916717298;916717298;cp.torresquevedo.coslada@educa.madrid.org;-;Público;
Madrid-Capital;28045098;CP INF-PRI;VALDEBERNARDO;Calle Del Tren De Arganda, 9 ;Madrid;Vicálvaro;28032;913713523;913051773;cp.valdebernardo.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28030824;CP INF-PRI;VALDEPALITOS;Calle De La Constitución, 127 ;Alcobendas;-;28100;916536638;912293733;cp.valdepalitos.alcobendas@educa.madrid.org;-;Público;
Madrid-Norte;28042802;CP INF-PRI;VALDERREY;Calle De Baleares, 2 ;Algete;-;28110;916282531;916290402;cp.valderrey.algete@educa.madrid.org;-;Público;
Madrid-Oeste;28002129;CP INF-PRI;VIA ROMANA;Avenida Blanca Fernández Ochoa, 5 ;Cercedilla;-;28470;918520575;918520575;cp.viaromana.cercedilla@educa.madrid.org;-;Público;
Madrid-Capital;28030411;CP INF-PRI;VICALVARO;Calle De Forges, 15 ;Madrid;Vicálvaro;28032;917769938;913718488;cp.vicalvaro.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28035585;CP INF-PRI;VICENTE ALEIXANDRE;Calle Nueva York, 14 ;Móstoles;-;28938;916452799;916464097;cp.vicentealeixandre.mostoles@educa.madrid.org;-;Público;
Madrid-Oeste;28034040;CP INF-PRI;VICENTE ALEIXANDRE;Cuesta De San Francisco, 19 ;Rozas de Madrid, Las;-;28231;916371296;917105409;cp.vicentealeixandre.lasrozas@educa.madrid.org;-;Público;
Madrid-Sur;28001551;CP INF-PRI;VICENTE ALEIXANDRE;Calle Del Príncipe, 38 ;Aranjuez;-;28300;918912625;918920571;cp.vicentealeixandre.aranjuez@educa.madrid.org;-;Público;
Madrid-Sur;28028805;CP INF-PRI;VICENTE ALEIXANDRE;Calle De Polvoranca, 35 ;Alcorcón;-;28923;916190848;916112012;cp.vicentealeixandre.alcorcon@educa.madrid.org;-;Público;
Madrid-Este;28026602;CP INF-PRI;VICENTE ALEIXANDRE;Calle Silicio, 25 ;Torrejón de Ardoz;-;28850;916763011;916556160;cp.vicentealeixand.torrejondeardoz@educa.madrid.org;www.educa2.madrid.org/web/centro.cp.vicentealeixand.torrejondeardoz;Público;
Madrid-Sur;28067574;CP INF-PRI;VICENTE FERRER;Avenida Salvador Allende, 10 ;Getafe;-;28907;914914339;914914602;cp.vicenteferrer.getafe@educa.madrid.org;-;Público;
Madrid-Sur;28069728;CP INF-PRI;VICTOR JARA;Avenida De Las Naciones, 45 ;Fuenlabrada;-;28943;916072888;916083655;cp.victorjara.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Este;28040015;CP INF-PRI;VICTORIA KENT;Paseo De La Chopera, 7 ;Rivas-Vaciamadrid;-;28523;916662299;916661652;cp.victoriakent.rivas@educa.madrid.org;-;Público;
Madrid-Oeste;28003456;CP INF-PRI;VILLA DE GUADARRAMA;Calle De Los Dos Escoriales, 11 ;Guadarrama;-;28440;918541017;918540301;cp.villadeguadarrama.guadarrama@educa.madrid.org;-;Público;
Madrid-Este;28080980;CP INF-PRI;VIRGEN DE LA OLIVA;Calle De Las Escuelas, 3 ;Anchuelo;-;28818;-;-;cp.virgendelaoliva.anchuelo@educa.madrid.org;-;Público;
Madrid-Norte;28022864;CP INF-PRI;VIRGEN DE LA PEÑA SACRA;Calle De Segovia, 9 ;Manzanares el Real;-;28410;918530566;918530566;cp.penasacra.manzanares@educa.madrid.org;-;Público;
Madrid-Este;28023443;CP INF-PRI;VIRGEN DE LA RIBERA FUND. HNOS.;Calle Torrelaguna, 23 ;Paracuellos de Jarama;-;28860;916580244;916580244;cp.ribera.paracuellos@educa.madrid.org;-;Público;
Madrid-Norte;28002282;CP INF-PRI;VIRGEN DE LOS REMEDIOS;Avenida De La Libertad, 3 ;Colmenar Viejo;-;28770;918452097;918459203;cp.remedios.colmenarviejo@educa.madrid.org;info@virgenremedios.com;Público;
Madrid-Norte;28024253;CP INF-PRI;VIRGEN DE NAVALAZARZA;Calle Extremadura, 2 ;San Agustín del Guadalix;-;28750;918418643;918435129;cp.navalazarza.sanagustin@educa.madrid.org;-;Público;
Madrid-Norte;28043041;CP INF-PRI;VIRGEN DE VALDERRABE;Calle Chile, 26 ;Algete;-;28110;916280514;916293466;cp.valderrabe.algete@educa.madrid.org;-;Público;
Madrid-Capital;28025981;CP INF-PRI;VIRGEN DEL CERRO;Calle De Mohernando, 1 ;Madrid;Puente de Vallecas;28038;917785083;917784994;cp.cerro.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28002191;CP INF-PRI;VIRGEN DEL CONSUELO;Calle De Los Jardines, 10 ;Ciempozuelos;-;28350;918930051;918934567;cp.consuelo.ciempozuelos@educa.madrid.org;-;Público;
Madrid-Capital;28031075;CP INF-PRI;VIRGEN DEL CORTIJO;Avenida De Manoteras, 41 ;Madrid;Hortaleza;28050;917661215;913844438;cp.cortijo.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28024800;CP INF-PRI;VIRGEN DEL ROSARIO;Calle Orden-prado Real, 1 ;Soto del Real;-;28791;918478141;918479353;cp.rosario.soto@educa.madrid.org;-;Público;
